file,seg_type,seg_start,seg_end,seg_duration,mfa_duration,word,word_start,word_end,phrase_num,local_speech_rate
3032_SpeechPBJProcedural_InPerson_20190507,P,35.147,35.185,0.0380000000000038,0.100000000000001,peanut,35.0853,35.3753,6,5.94900849858357
3032_SpeechPBJProcedural_InPerson_20190507,B,35.383,35.398,0.0150000000000006,0.029999999999994,butter,35.3753,35.5853,6,5.94900849858357
3032_SpeechPBJProcedural_InPerson_20190507,D,36.481,36.489,0.00800000000000267,0.0399999999999991,dip,36.4553,36.6753,6,5.94900849858357
3032_SpeechPBJProcedural_InPerson_20190507,G,38.602,38.629,0.027000000000001,0.0600000000000023,get,38.5753,38.8653,8,4.72813238770685
3032_SpeechPBJProcedural_InPerson_20190507,P,39.698,39.742,0.0439999999999969,0.0500000000000043,peanut,39.6853,39.9653,8,4.72813238770685
3032_SpeechPBJProcedural_InPerson_20190507,B,39.977,39.99,0.0129999999999981,0.0300000000000011,butter,39.9653,40.2953,8,4.72813238770685
3032_SpeechPBJProcedural_InPerson_20190507,P,41.491,41.567,0.0760000000000005,0.130000000000003,pieces,41.4353,41.8553,8,4.72813238770685
3032_SpeechPBJProcedural_InPerson_20190507,P,46.714,46.749,0.0350000000000037,0.0600000000000023,put,46.6853,46.9253,10,3.95256916996047
3032_SpeechPBJProcedural_InPerson_20190507,B,47.464,47.47,0.00600000000000023,0.029999999999994,back,47.4453,47.6953,10,3.95256916996047
3032_SpeechPBJProcedural_InPerson_20190507,P,48.481,48.527,0.0459999999999994,0.0900000000000034,peanut,48.4353,48.7153,10,3.95256916996047
3032_SpeechPBJProcedural_InPerson_20190507,B,48.728,48.74,0.0120000000000005,0.0300000000000011,butter,48.7153,49.2153,10,3.95256916996047
3032_SpeechPBJProcedural_InPerson_20190507,D,50.991,50.998,0.007000000000005,0.0499999999999972,dip,50.9553,51.1753,12,2.89855072463769
3032_SpeechPBJProcedural_InPerson_20190507,P,53.615,53.664,0.0489999999999995,0.0700000000000003,put,53.5853,53.7753,13,4.26829268292683
3032_SpeechPBJProcedural_InPerson_20190507,P,55.364,55.393,0.0290000000000035,0.0500000000000043,put,55.3353,55.4853,13,4.26829268292683
3032_SpeechPBJProcedural_InPerson_20190507,P,56.625,56.674,0.0489999999999995,0.0399999999999991,put,56.6253,56.7653,13,4.26829268292683
3032_SpeechPBJProcedural_InPerson_20190507,B,56.786,56.796,0.0100000000000051,0.0399999999999991,both,56.7653,56.9553,13,4.26829268292683
3032_SpeechPBJProcedural_InPerson_20190507,K,57.64,57.727,0.0869999999999962,0.109999999999999,cabinet,57.6053,57.9153,13,4.26829268292683
3032_SpeechPBJProcedural_InPerson_20190507,P,58.537,58.585,0.0480000000000018,0.0499999999999972,put,58.5253,58.6953,13,4.26829268292683
3032_SpeechPBJProcedural_InPerson_20190507,T,58.849,58.957,0.108000000000004,0.18,two,58.7753,59.3453,13,4.26829268292683
3032_SpeechPBJProcedural_InPerson_20190507,K,61.739,61.84,0.101000000000006,0.129999999999995,condiment,61.7053,62.3353,13,4.26829268292683
3032_SpeechPBJProcedural_InPerson_20190507,T,63.586,63.625,0.0390000000000015,0.109999999999999,together,63.5153,64.1253,14,6.64739884393065
3036_SpeechPBJProcedural_InPerson_99999999,T,13.574,13.595,0.0210000000000008,0.110000000000001,to,13.5421,13.7521,1,6.03015075376884
3036_SpeechPBJProcedural_InPerson_99999999,P,14.143,14.228,0.0849999999999991,0.16,peanut,14.0621,14.4421,1,6.03015075376884
3036_SpeechPBJProcedural_InPerson_99999999,B,14.461,14.467,0.00600000000000023,0.0299999999999994,butter,14.4421,14.6721,1,6.03015075376884
3036_SpeechPBJProcedural_InPerson_99999999,T,18.558,18.671,0.113,0.150000000000002,two,18.5221,18.9921,3,2.12765957446807
3036_SpeechPBJProcedural_InPerson_99999999,P,23.007,23.069,0.0619999999999976,0.0899999999999999,peanut,22.9821,23.2821,6,5.04201680672268
3036_SpeechPBJProcedural_InPerson_99999999,B,23.296,23.307,0.0110000000000028,0.0300000000000011,butter,23.2821,23.5321,6,5.04201680672268
3036_SpeechPBJProcedural_InPerson_99999999,P,34.541,34.565,0.0240000000000009,0.0600000000000023,paper,34.5021,34.7821,15,7.35294117647059
3036_SpeechPBJProcedural_InPerson_99999999,T,34.822,34.877,0.0549999999999997,0.140000000000001,towel,34.7821,35.0321,15,7.35294117647059
3036_SpeechPBJProcedural_InPerson_99999999,P,40.235,40.306,0.070999999999998,0.0400000000000063,put,40.2621,40.4721,18,4.76190476190474
3036_SpeechPBJProcedural_InPerson_99999999,T,42.62,42.671,0.0510000000000019,0.0399999999999991,to,42.6321,42.7821,20,5.61797752808988
3036_SpeechPBJProcedural_InPerson_99999999,P,48.08,48.142,0.0620000000000047,0.0799999999999983,peanut,48.0621,48.3521,23,6.8627450980392
3036_SpeechPBJProcedural_InPerson_99999999,B,48.369,48.375,0.00600000000000023,0.0300000000000011,butter,48.3521,48.5321,23,6.8627450980392
3036_SpeechPBJProcedural_InPerson_99999999,T,52.928,53.002,0.0740000000000052,0.100000000000001,take,52.9021,53.4221,25,2.22222222222221
3036_SpeechPBJProcedural_InPerson_99999999,P,54.803,54.871,0.068000000000005,0.0900000000000034,peanut,54.7821,55.0821,26,4.3956043956044
3036_SpeechPBJProcedural_InPerson_99999999,B,55.101,55.107,0.00600000000000023,0.0300000000000011,butter,55.0821,55.4521,26,4.3956043956044
3036_SpeechPBJProcedural_InPerson_99999999,T,55.745,55.786,0.0410000000000039,0.100000000000001,take,55.6821,55.9321,26,4.3956043956044
3036_SpeechPBJProcedural_InPerson_99999999,P,60.025,60.075,0.0500000000000043,0.0600000000000023,put,60.0021,60.1521,28,5.95238095238095
